id	emotion
34907_0003_A_92	-0.10631465911865234,0.18480218946933746,0.16641539335250854,0.08595515042543411,0.05251963436603546,0.12360101193189621
34907_0003_A_94	-0.17951646447181702,0.21336773037910461,0.04993613436818123,-0.07870659232139587,0.1290103644132614,0.14107158780097961
34907_0003_A_96	-0.23064672946929932,0.15591365098953247,-0.0488022081553936,0.13853012025356293,0.1687992364168167,0.1449044942855835
34907_0003_A_102	-0.16987091302871704,0.13902370631694794,-0.02116277441382408,0.05225813016295433,-0.04394444823265076,-0.045268911868333817
34907_0003_A_104	-0.1420559585094452,0.14090636372566223,0.005191627889871597,0.12287381291389465,0.07945989072322845,-0.04733787849545479
34907_0003_A_105	-0.21953704953193665,0.17906808853149414,0.08852533996105194,0.12076964974403381,0.14013856649398804,-0.09169216454029083
34907_0004_A_108	-0.09246662259101868,0.1332322061061859,-0.015225779265165329,0.10037943720817566,0.0862298309803009,0.017549600452184677
34907_0003_A_103	-0.20753610134124756,0.2456909865140915,0.024073820561170578,0.014888222329318523,0.39502301812171936,-0.005558517761528492
34907_0003_A_106	-0.0585981123149395,0.04046274721622467,0.07799066603183746,0.023942451924085617,0.06855218857526779,0.35621920228004456
34907_0004_A_107	-0.13903293013572693,0.05113201588392258,0.010880250483751297,0.37844762206077576,0.07298427075147629,0.13591039180755615
34907_0005_A_115	-0.04205731675028801,0.12162300199270248,0.12815262377262115,0.0395757220685482,0.17574000358581543,0.28627148270606995
34907_0005_A_117	-0.0762670636177063,0.6576072573661804,0.0697130560874939,-0.07516814023256302,-0.07971388101577759,0.007274310104548931
34907_0005_A_118	-0.1380813866853714,0.12670554220676422,-0.010675501078367233,0.11945024132728577,0.004008747637271881,0.1144368126988411
34907_0004_A_111	-0.09963709115982056,0.19466768205165863,0.023882482200860977,0.026715002954006195,0.010706581175327301,0.00418157409876585
34907_0005_A_114	0.10788479447364807,0.11400147527456284,-0.030167896300554276,0.10377144813537598,0.18595969676971436,0.5653297901153564
34907_0005_A_116	-0.15987324714660645,0.11116960644721985,-0.0576702319085598,0.017883218824863434,0.04643438756465912,0.13081035017967224
34907_0005_A_119	0.18182824552059174,0.4147723913192749,-0.013138484209775925,-0.0013919183984398842,0.052274927496910095,0.139268696308136
34907_0005_A_120	-0.15162356197834015,0.13258935511112213,0.017903048545122147,0.17263884842395782,0.04016978293657303,0.14419294893741608
34907_0005_A_121	-0.10959237813949585,0.2658851146697998,0.0027309171855449677,-0.0019970471039414406,0.06491995602846146,0.1251336634159088
34907_0005_A_122	-0.047300394624471664,0.3231888711452484,0.027668971568346024,0.10182291269302368,0.09127610176801682,0.1814686357975006
34907_0005_A_124	0.03648707643151283,0.0763210877776146,0.01511327549815178,0.08841491490602493,0.1198573037981987,0.1034114807844162
34907_0005_A_125	0.03655976802110672,0.10581526160240173,0.08442117273807526,-0.043067049235105515,0.24977067112922668,0.19183896481990814
34907_0005_A_127	-0.11626392602920532,0.21831746399402618,1.6330652236938477,0.015635207295417786,0.7700808048248291,-0.07371841371059418
34907_0005_A_123	-0.11303374171257019,0.1287030428647995,0.028353024274110794,0.03113435208797455,0.06355312466621399,0.048927489668130875
34907_0005_A_126	-0.02920031175017357,0.13190673291683197,0.05707039311528206,-0.012688574381172657,0.22442904114723206,0.1584400087594986
34907_0005_A_129	0.12912237644195557,0.2712903320789337,-0.006377305835485458,0.004758360795676708,0.16395080089569092,0.5532644987106323
34907_0005_A_131	-0.19509924948215485,0.06533076614141464,0.12289121747016907,-0.018935896456241608,0.14886543154716492,0.3273354470729828
34907_0005_A_134	-0.1103874146938324,0.22841651737689972,0.08041971921920776,0.0027054352685809135,0.11957935243844986,0.1755560338497162
34907_0005_A_135	-0.1561843305826187,0.26152774691581726,0.11903701722621918,0.11588607728481293,0.1850227564573288,0.08733905851840973
34907_0005_A_128	-0.08993138372898102,0.2554261386394501,0.4215640723705292,0.0651237890124321,0.19631445407867432,0.07583664357662201
34907_0005_A_130	-0.1936868280172348,0.12155468016862869,-0.026113245636224747,0.08937583863735199,0.20273920893669128,0.018678966909646988
34907_0005_A_132	0.1197207123041153,0.5758453011512756,0.05984586104750633,0.06656219810247421,0.058157779276371,0.25205934047698975
34907_0005_A_133	-0.1253392994403839,0.06477072089910507,0.11131508648395538,0.00047784578055143356,0.019823506474494934,0.8792483806610107
34907_0005_A_136	-0.06136074289679527,0.08294195681810379,-0.07061481475830078,0.025618653744459152,0.076429583132267,0.17239348590373993
34907_0006_A_138	-0.11600361764431,0.023058176040649414,0.06213295832276344,0.026772622019052505,0.07957673817873001,0.01636621356010437
34907_0007_A_141	-0.05172860249876976,0.03316846489906311,0.023757029324769974,-0.0009727003052830696,0.07773161679506302,0.1754496991634369
34907_0008_A_143	-0.12069794535636902,0.13615481555461884,0.12152130901813507,0.027444105595350266,0.0645982101559639,0.11188791692256927
34907_0009_A_146	-0.2365245819091797,0.04427935183048248,0.0015569217503070831,0.04984114691615105,0.004993900656700134,0.03694167733192444
34907_0005_A_137	0.02821085974574089,0.03744109719991684,-0.010619547218084335,0.05740736797451973,0.07544182986021042,0.23082786798477173
34907_0007_A_139	-0.0041650570929050446,0.12402033060789108,0.05733475461602211,0.10554730892181396,0.23130294680595398,-0.014625943265855312
34907_0007_A_140	-0.01250908151268959,0.09126466512680054,-0.03814664110541344,0.03507339581847191,0.1183835119009018,0.0690912976861
34907_0009_A_145	0.02501668408513069,0.053782425820827484,0.08749963343143463,0.05772598460316658,0.20656675100326538,0.1422101855278015
34907_0010_A_156	-0.10255551338195801,0.11847005039453506,0.18958626687526703,0.05189352482557297,0.04469742625951767,0.04174378141760826
34907_0010_A_151	-0.04142586514353752,0.21886353194713593,0.11375877261161804,-0.002792038954794407,0.039495669305324554,0.06648270785808563
34907_0011_A_161	-0.11955347657203674,0.019177459180355072,0.1384354531764984,0.003427415154874325,0.05512820929288864,0.07172400504350662
34907_0012_A_162	-0.038509104400873184,0.27791768312454224,0.10899761319160461,0.03594455495476723,0.00782398134469986,0.005242644809186459
34907_0012_A_164	-0.1895274966955185,0.059853553771972656,0.10950233042240143,0.026192132383584976,0.060657650232315063,0.07568547874689102
34907_0010_A_158	-0.12228474020957947,0.23119185864925385,0.47326645255088806,0.31530681252479553,0.4744214415550232,0.3179062306880951
34907_0010_A_159	-0.1492600440979004,0.1565287858247757,0.00029129162430763245,0.05227825790643692,0.08968237787485123,-0.07106706500053406
34907_0011_A_160	-0.0835886001586914,-0.04839933663606644,0.5588876605033875,0.039104558527469635,0.18730509281158447,0.45202574133872986
34907_0012_A_163	0.03139445558190346,0.1472342163324356,0.07803268730640411,0.37549135088920593,0.2108066976070404,0.4259755313396454
34907_0012_A_166	0.16740117967128754,0.11234147846698761,0.04377252236008644,0.3762509822845459,0.3979671895503998,0.5956578850746155
34907_0012_A_168	-0.08201077580451965,0.33591604232788086,-0.05150175467133522,0.15187843143939972,0.010438993573188782,0.145981565117836
34907_0012_A_169	-0.10460451245307922,-0.13931496441364288,0.04625130072236061,0.47811374068260193,0.34831228852272034,0.2888624668121338
34907_0012_A_170	-0.055654074996709824,0.11590125411748886,0.009232867509126663,0.061101268976926804,-0.0009642317891120911,0.007192633114755154
34907_0012_A_172	-0.13075006008148193,0.1554848849773407,0.051414553076028824,0.08301916718482971,0.01135832816362381,-0.008252296596765518
34907_0012_A_179	-0.13357922434806824,-0.07571450620889664,0.9843996167182922,-0.053169455379247665,0.6418159008026123,0.6070180535316467
34907_0012_A_180	-0.1881280243396759,0.1492459625005722,0.010509688407182693,0.13275960087776184,0.015599839389324188,0.14059531688690186
34907_0012_A_186	-0.07986554503440857,0.07402876764535904,0.6027238965034485,0.33506712317466736,0.18622109293937683,0.12506012618541718
34907_0012_A_185	-0.11379170417785645,0.10835985094308853,0.5209824442863464,0.08341109752655029,0.1096753180027008,0.06719005107879639
34907_0012_A_191	-0.18208551406860352,0.19136349856853485,0.49527791142463684,0.002490396611392498,0.25785043835639954,0.06702037155628204
34907_0012_A_196	-0.1289161741733551,0.12654608488082886,-0.01867934688925743,0.3154318928718567,0.05159526318311691,0.30063217878341675
34907_0012_A_207	-0.14934813976287842,0.09050872176885605,-0.006902378052473068,0.03165707364678383,-0.04555525630712509,0.02061885967850685
34907_0012_A_214	0.019816938787698746,0.027640610933303833,0.12580162286758423,-0.023874614387750626,0.00830533355474472,0.32089465856552124
34907_0012_A_215	-0.023015033453702927,0.009281919337809086,0.0863669365644455,0.03017337992787361,-0.014486819505691528,0.25744229555130005
34907_0013_A_219	0.10753268003463745,0.15375857055187225,-0.04020022228360176,0.06474569439888,0.03625152260065079,-0.07792123407125473
34907_0012_A_177	-0.057536955922842026,0.07796475291252136,0.08353570103645325,0.09352093935012817,0.2384188175201416,1.2238082885742188
34907_0012_A_181	-0.0916212648153305,0.16550661623477936,-0.008338581770658493,0.1757892221212387,-0.014217391610145569,0.12045811116695404
34907_0012_A_183	-0.036351125687360764,0.08839564025402069,0.06130749359726906,0.17664694786071777,0.04450085759162903,0.12436828762292862
34907_0012_A_193	-0.031190063804388046,0.06604105979204178,0.0802554339170456,0.04487604275345802,0.1187720000743866,0.20693537592887878
34907_0012_A_198	-0.21995823085308075,-0.157822847366333,1.1654682159423828,-0.09808190912008286,0.29619354009628296,0.5694465041160583
34907_0012_A_200	-0.1145203709602356,0.04182104021310806,0.00970018282532692,0.015682972967624664,0.03794588893651962,0.13360342383384705
34907_0012_A_199	-0.12288424372673035,0.026440195739269257,0.021026868373155594,-0.030425284057855606,0.056363724172115326,0.14499245584011078
34907_0012_A_202	-0.13329702615737915,0.1462419033050537,-0.009440001100301743,0.005206244997680187,0.01503436267375946,0.07243052124977112
34907_0012_A_201	-0.11069780588150024,0.2557637095451355,0.09031696617603302,0.04093746468424797,-0.0027158185839653015,0.21699406206607819
34907_0012_A_203	-0.11817747354507446,0.03171635419130325,0.09168824553489685,-0.02841619774699211,0.07022182643413544,0.13852982223033905
34907_0012_A_204	-0.12558501958847046,0.07731810212135315,-0.030039694160223007,0.06996536254882812,0.0304127037525177,0.08136410266160965
34907_0012_A_205	-0.06281180679798126,0.43039417266845703,0.1421545296907425,0.052811358124017715,-0.054899632930755615,0.21738886833190918
34907_0012_A_206	-0.1134522557258606,0.0749804675579071,0.07456374168395996,0.09222594648599625,0.06633486598730087,0.17493407428264618
34907_0012_A_208	-0.16424138844013214,0.2415146678686142,-0.010679591447114944,-0.07803559303283691,0.051289089024066925,0.32007458806037903
34907_0012_A_209	-0.05941738560795784,-0.013231557793915272,1.9539366960525513,0.05830391123890877,-0.00487373024225235,0.08788011968135834
34907_0012_A_210	-0.23740866780281067,0.28250521421432495,0.1469092220067978,0.13622914254665375,-0.024406537413597107,0.17195945978164673
34907_0012_A_211	-0.0709536224603653,0.060448504984378815,0.28090929985046387,0.04933233931660652,0.02625933289527893,0.020619168877601624
34907_0012_A_213	0.2529378831386566,0.03030642867088318,-0.08726173639297485,0.056573640555143356,0.009329348802566528,1.0155633687973022
34907_0012_A_175	-0.2335551381111145,0.25791895389556885,0.09149451553821564,0.15637552738189697,-0.04835400730371475,0.15865856409072876
34907_0012_A_178	-0.11366021633148193,-0.1268065869808197,1.2448112964630127,-0.04438282549381256,0.7485793828964233,0.521197497844696
34907_0012_A_182	-0.01512090116739273,0.11130905896425247,0.10146650671958923,0.18390141427516937,0.09650953114032745,0.2266627997159958
34907_0012_A_184	-0.09627272188663483,0.1501656025648117,0.21827147901058197,-0.006433778442442417,0.14512723684310913,0.01596849411725998
34907_0012_A_187	-0.15031690895557404,0.10216910392045975,0.641045093536377,-0.06337623298168182,0.27834245562553406,0.03133532404899597
34907_0012_A_188	-0.16545802354812622,0.07565831393003464,0.06752102077007294,0.145316943526268,0.025708690285682678,0.21564359962940216
34907_0012_A_212	-0.029943816363811493,0.04880409687757492,0.13396011292934418,0.08806155622005463,0.04189653694629669,0.563996434211731
34907_0013_A_221	0.07282038033008575,0.3246251344680786,0.11061906814575195,-0.1419873833656311,0.07152248173952103,0.07099388539791107
34907_0013_A_223	-0.1143132746219635,0.15481628477573395,0.04475051537156105,0.15336452424526215,0.09647557139396667,0.09140676259994507
34907_0015_A_229	-0.020342882722616196,0.1829174906015396,-0.04998338595032692,0.057718101888895035,0.06657076627016068,0.1209469586610794
34907_0015_A_232	0.0587826706469059,0.34327805042266846,-0.07343529164791107,-0.00010388437658548355,0.05997811257839203,0.10088831186294556
34907_0015_A_233	-0.12363879382610321,0.05353040248155594,0.033851508051157,0.06767790019512177,0.01349399983882904,0.09274693578481674
34907_0015_A_235	-0.0075052641332149506,0.13259391486644745,0.010689888149499893,0.08901207149028778,0.03581123799085617,0.046024907380342484
34907_0015_A_243	0.031009491533041,0.25593796372413635,0.3508778214454651,0.07294058054685593,0.2681165337562561,0.238433837890625
34907_0015_A_245	-0.0914873480796814,0.11073122173547745,0.08559007942676544,0.01719997078180313,0.03175990283489227,-0.004624734632670879
34907_0015_A_263	-0.17327463626861572,0.0826004296541214,0.011090356856584549,0.03489048406481743,0.021404244005680084,0.04219048097729683
34907_0015_A_264	-0.10053268074989319,0.05467298626899719,0.09459143877029419,0.0019867783412337303,0.11191381514072418,0.20397312939167023
34907_0013_A_224	-0.02440497651696205,0.06514495611190796,0.19872428476810455,0.753746747970581,0.4312010705471039,0.3116423189640045
34907_0015_A_247	-0.03780396282672882,2.002274751663208,0.23427173495292664,-0.07093545794487,-0.015034392476081848,0.046763669699430466
34907_0015_A_251	-0.012736376374959946,-0.003920636139810085,0.18635757267475128,0.12585972249507904,-0.07811100035905838,0.24501870572566986
34907_0015_A_254	0.021561022847890854,0.0031751180067658424,0.0032507814466953278,0.6581794023513794,0.11399485170841217,0.4118659198284149
34907_0015_A_258	-0.12465493381023407,0.06295264512300491,0.1366361826658249,0.13427715003490448,0.10343928635120392,0.20224568247795105
34907_0015_A_259	-0.14354722201824188,0.08571287989616394,0.13296319544315338,0.16615000367164612,0.06115763634443283,0.15324200689792633
34907_0015_A_260	-0.16855430603027344,-0.1599958837032318,0.2476964145898819,0.45792505145072937,0.4808409512042999,0.19001826643943787
34907_0015_A_262	-0.10561200976371765,0.04704267531633377,0.11559097468852997,0.050231073051691055,0.16326770186424255,0.3229878842830658
34907_0015_A_237	-0.029067635536193848,0.5496275424957275,0.29919013381004333,-0.05501550808548927,0.06589516252279282,0.0453893281519413
34907_0016_A_277	-0.12131881713867188,0.028522588312625885,0.006419558078050613,0.032642751932144165,0.1147296279668808,0.16614650189876556
34907_0016_A_278	-0.10359865427017212,0.07464319467544556,0.000989515334367752,0.05038797855377197,0.09528389573097229,0.1194794625043869
34907_0016_A_279	0.05724875256419182,0.2860308885574341,0.24029849469661713,-0.008263242430984974,0.07888184487819672,0.2560531795024872
34907_0016_A_280	-0.13908261060714722,0.11503864079713821,0.31582531332969666,-0.010046540759503841,0.078167624771595,0.1202096939086914
34907_0016_A_281	-0.05280473455786705,0.16065765917301178,0.14551572501659393,0.012552316300570965,0.036503903567790985,0.05642364174127579
34907_0016_A_282	-0.09557747840881348,0.20067869126796722,0.5861604809761047,0.07432655990123749,0.15332138538360596,0.17143495380878448
34907_0016_A_283	0.07945363223552704,0.47964733839035034,0.21524843573570251,0.05894753336906433,0.09351686388254166,0.10690649598836899
34907_0016_A_284	-0.09830313920974731,0.16639284789562225,0.20253029465675354,0.011288820765912533,0.07809172570705414,0.4019525647163391
34907_0016_A_285	-0.10449741780757904,0.17935268580913544,0.08039036393165588,0.06265997141599655,0.08557704836130142,0.3591824173927307
34907_0017_A_286	-0.09482663869857788,0.06783200055360794,0.01290472224354744,0.038487277925014496,0.01921774446964264,0.05896512418985367
34907_0017_A_287	-0.06218157336115837,0.05972607433795929,0.018085215240716934,0.04438696801662445,-0.014177940785884857,0.02686135098338127
34907_0017_A_288	-0.06044832244515419,-0.023524947464466095,0.020474735647439957,0.15056227147579193,0.14632761478424072,0.5067254900932312
34907_0017_A_289	-0.12237641215324402,0.027942277491092682,0.06534630060195923,0.20065182447433472,0.15229418873786926,0.4628071188926697
34907_0017_A_290	0.18544206023216248,0.014178545214235783,-0.011342637240886688,0.019579920917749405,0.11897724866867065,2.1631112098693848
34907_0017_A_291	0.189276784658432,0.019038952887058258,0.0150621198117733,-0.06636574864387512,0.1642833650112152,1.585748553276062
34907_0017_A_292	-0.12310671806335449,0.06638731062412262,0.026309926062822342,-0.045828677713871,0.006552696228027344,0.212593212723732
34907_0017_A_293	-0.1462014615535736,0.06833413243293762,0.028449732810258865,-0.027058567851781845,-0.033734001219272614,0.10698080062866211
34907_0017_A_294	-0.17504830658435822,0.15831686556339264,-0.06091984733939171,0.032539814710617065,-0.05656725913286209,0.13112203776836395
34907_0017_A_295	-0.15734250843524933,0.137089341878891,0.023022416979074478,-0.024420924484729767,0.049566127359867096,0.11660772562026978
34907_0017_A_296	-0.1860186606645584,0.16478823125362396,-0.055260445922613144,0.04105346277356148,-0.0636029914021492,0.1369170993566513
34907_0017_A_297	-0.1316259652376175,0.10888873040676117,0.04613055661320686,0.03492774814367294,0.08733882009983063,0.046798914670944214
34907_0017_A_298	-0.17654401063919067,0.16167192161083221,-0.0637032687664032,0.004045196808874607,-0.03840538114309311,0.1518162339925766
34907_0017_A_299	-0.12505322694778442,0.06046284735202789,-0.0280311219394207,0.014374115504324436,0.03705888241529465,0.05446330085396767
34907_0017_A_300	-0.0877959281206131,0.06692853569984436,-0.05431872233748436,0.03711080178618431,-0.007309466600418091,-0.03532757610082626
34907_0017_A_301	-0.1267797350883484,0.18266607820987701,0.031053293496370316,0.12018388509750366,0.04553814232349396,0.11514431238174438
34907_0017_A_302	-0.13095968961715698,0.26896798610687256,0.01278470829129219,0.12308883666992188,0.03134334832429886,0.05625268816947937
34907_0017_A_303	-0.15502135455608368,0.15917213261127472,-0.02708805724978447,0.043257031589746475,-0.057035766541957855,0.12590180337429047
34907_0017_A_304	-0.10312391817569733,0.058818504214286804,0.02752620354294777,-0.008033634163439274,-0.04285085201263428,0.04454205557703972
34907_0018_A_305	-0.14804330468177795,0.10807700455188751,0.09522850811481476,0.07992634177207947,0.008636079728603363,0.15679094195365906
34907_0018_A_306	-0.05982227995991707,0.12014143913984299,0.009565535932779312,0.022088900208473206,-0.049885980784893036,0.42358365654945374
34907_0018_A_307	-0.10139487683773041,0.1758771389722824,0.19636984169483185,0.021679047495126724,0.0796523243188858,0.08742192387580872
34907_0018_A_308	-0.08434945344924927,-0.07749329507350922,0.8852025270462036,-0.1030375063419342,-0.02966070920228958,0.19574010372161865
34907_0015_A_267	-0.2172057181596756,0.03771770000457764,0.16051429510116577,0.393291711807251,-0.05552108585834503,0.2237972617149353
34907_0015_A_268	-0.10925477743148804,0.1063099130988121,0.10164299607276917,0.09855028241872787,0.12742865085601807,0.08521344512701035
34907_0015_A_269	-0.18605691194534302,0.05439149588346481,0.0019602514803409576,0.10335113108158112,-0.012732170522212982,0.09585192054510117
34907_0015_A_270	0.026800859719514847,0.14496470987796783,-0.054772716015577316,0.03917170315980911,0.05409040302038193,0.14927686750888824
34907_0015_A_273	-0.13767936825752258,-0.06681642681360245,0.27824658155441284,0.8073468208312988,0.03468775749206543,0.42389148473739624
34907_0018_A_309	-0.1849680244922638,0.8975046277046204,0.12625332176685333,0.031341079622507095,-0.13111725449562073,-0.027499154210090637
34907_0018_A_310	-0.09214745461940765,0.18256749212741852,0.36243242025375366,-0.052746113389730453,0.008369781076908112,0.002949933521449566
34907_0018_A_311	-0.06729115545749664,0.3599884510040283,0.3756716549396515,0.1145433634519577,0.03413195163011551,-0.0352717824280262
34907_0018_A_312	-0.02032686024904251,0.2265719622373581,0.49994298815727234,0.08460184931755066,0.03098282963037491,0.015839334577322006
34907_0020_A_345	-0.009498443454504013,0.38864952325820923,0.10839620232582092,0.23754747211933136,0.17364129424095154,0.1773662269115448
34907_0020_A_347	-0.14181002974510193,0.1398189812898636,0.2452837973833084,-0.004812260158360004,0.012263134121894836,0.032972510904073715
34907_0020_A_348	-0.15767045319080353,0.04360705614089966,0.14489641785621643,0.17981915175914764,0.16012237966060638,0.12582167983055115
34907_0020_A_350	0.14942510426044464,0.11951205134391785,0.4180351197719574,0.9318366050720215,0.6282035112380981,0.24437162280082703
34907_0020_A_351	-0.09066791832447052,0.19620080292224884,0.00926220789551735,0.05341198667883873,0.026255592703819275,0.05367068201303482
34907_0020_A_352	-0.08343589305877686,0.20208023488521576,0.017483819276094437,0.01848714053630829,0.016999520361423492,0.04686786234378815
34907_0020_A_353	-0.034426502883434296,0.08690596371889114,0.055741745978593826,0.028963327407836914,0.03493235260248184,0.11176431179046631
34907_0020_A_354	-0.027281057089567184,0.07483925670385361,0.01004711166024208,0.06814144551753998,0.007305175065994263,0.023463118821382523
34907_0020_A_355	-0.10624024271965027,-0.010411194525659084,0.0306226946413517,0.10417745262384415,0.17104050517082214,0.11882270872592926
34907_0021_A_357	-0.06402948498725891,0.04462059587240219,-0.01816817745566368,0.06298141926527023,0.12966963648796082,0.31214067339897156
34907_0018_A_313	-0.13450875878334045,0.14673864841461182,0.24994416534900665,0.040601618587970734,0.05802387744188309,0.08820920437574387
34907_0018_A_314	-0.11875835061073303,0.050956085324287415,0.0663878321647644,0.8293867707252502,0.02144801616668701,0.09670981764793396
34907_0018_A_315	-0.11844323575496674,0.2378133088350296,0.09420146048069,-0.05853922292590141,-0.07107336819171906,0.15397390723228455
34907_0018_A_316	-0.0881207138299942,0.12728719413280487,0.032603953033685684,0.02093326300382614,0.0784587487578392,0.20874646306037903
34907_0018_A_317	-0.10654419660568237,0.041531242430210114,0.01926601305603981,0.1103917807340622,0.016667120158672333,0.19377177953720093
34907_0018_A_319	-0.11137339472770691,0.07600697129964828,0.4217779338359833,0.011223048903048038,0.12303302437067032,0.07624593377113342
34907_0018_A_321	-0.09000775218009949,0.1165272444486618,0.8315494656562805,0.00021328870207071304,0.37684890627861023,0.07920786738395691
34907_0018_A_322	0.016612794250249863,1.6329927444458008,0.20412833988666534,-0.03511149808764458,-0.1532258838415146,-0.0195697583258152
34907_0018_A_323	0.009655404835939407,0.039393387734889984,0.6901677250862122,1.7134273052215576,0.8030543327331543,0.07506082206964493
34907_0018_A_324	-0.0063554346561431885,0.11569873243570328,0.5278604030609131,-0.041791707277297974,0.14824195206165314,0.0851735919713974
34907_0018_A_325	-0.11513948440551758,0.07147537171840668,0.4293210208415985,-0.012540698982775211,0.14776653051376343,0.09049946069717407
34907_0018_A_326	-0.10542859137058258,0.15060944855213165,0.18158654868602753,0.05094704031944275,0.07516206800937653,0.07720187306404114
34907_0018_A_327	-0.06916718184947968,-0.05752532184123993,0.17633368074893951,0.7138950228691101,0.07811657339334488,0.3462362587451935
34907_0018_A_328	-0.11465784907341003,0.09823787957429886,-0.01776176318526268,0.026332776993513107,0.046234726905822754,0.12057112902402878
34907_0018_A_329	-0.11102686822414398,0.09999058395624161,-0.01300063356757164,0.04841089993715286,0.03829622268676758,0.09565747529268265
34907_0018_A_330	-0.07450428605079651,0.14306627213954926,0.002534169703722,0.048694293946027756,0.002094469964504242,0.14633959531784058
34907_0018_A_331	0.028234168887138367,0.0012939954176545143,0.10025359690189362,0.0022636279463768005,0.26903247833251953,0.34869417548179626
34907_0019_A_333	0.11547090113162994,0.024675145745277405,0.08729559183120728,0.08733915537595749,0.14124998450279236,0.05331568047404289
34907_0020_A_334	-0.11022979021072388,0.08616393059492111,0.07774561643600464,0.01036506425589323,-0.026947423815727234,0.13183006644248962
34907_0020_A_335	-0.07039535045623779,0.035863764584064484,0.15968087315559387,-0.027759697288274765,0.13425567746162415,0.14002558588981628
34907_0020_A_336	-0.03401440754532814,0.08167242258787155,0.2288694977760315,-0.04082084819674492,0.1381601095199585,0.14881622791290283
34907_0020_A_337	-0.18407484889030457,0.11585012078285217,0.19931645691394806,0.08806246519088745,0.07229641079902649,0.045388929545879364
34907_0020_A_342	0.19380812346935272,0.582209050655365,-0.07431723177433014,-0.0735827088356018,0.01630198210477829,-0.16265302896499634
34907_0021_A_358	-0.04043376073241234,0.178240105509758,0.21767158806324005,0.03633486106991768,-0.007524557411670685,-0.12029285728931427
34907_0021_A_359	-0.0639321357011795,0.06327657401561737,0.06025182083249092,0.4225825369358063,0.03157425671815872,0.3389992117881775
34907_0021_A_360	-0.11412274837493896,-0.07055144757032394,0.09525853395462036,0.4130203127861023,0.3739495575428009,0.07964634150266647
34907_0021_A_361	-0.18012753129005432,0.10747823119163513,0.03688916936516762,0.14538654685020447,0.06308316439390182,0.23860475420951843
34907_0022_A_363	-0.2084457278251648,0.1693824976682663,0.15873780846595764,-0.045647699385881424,0.09120451658964157,0.18757739663124084
34907_0022_A_364	-0.18855875730514526,0.05178425461053848,0.3811720609664917,0.014100595377385616,0.0847390815615654,0.018675226718187332
34907_0022_A_365	-0.16400524973869324,0.1235879436135292,0.07074394822120667,-0.037891510874032974,0.07978460937738419,0.09628136456012726
34907_0023_A_366	-0.09364628791809082,0.06581456959247589,-0.00030120834708213806,0.018473174422979355,0.020061098039150238,0.09843499958515167
34907_0023_A_367	-0.03489948436617851,0.1061355471611023,-0.042019445449113846,0.0016982266679406166,-0.020566977560520172,0.05836622789502144
34907_0023_A_368	-0.19045904278755188,0.173004612326622,1.3297924995422363,-0.00358427781611681,0.0587814636528492,-0.15880638360977173
34907_0023_A_369	-0.057984378188848495,0.3405417799949646,0.026354316622018814,0.012604097835719585,0.022005252540111542,0.04302549362182617
34907_0023_A_370	-0.031110312789678574,0.05107170343399048,0.1524476408958435,0.07956821471452713,0.11207949370145798,0.118655264377594
34907_0023_A_371	-0.013376336544752121,0.08249927312135696,0.12649649381637573,0.0868745893239975,0.05736974626779556,0.11997012048959732
34907_0023_A_372	-0.15339946746826172,0.1456306427717209,0.021211344748735428,0.05161048471927643,0.0034164711833000183,0.11454750597476959
34907_0023_A_373	-0.005847036838531494,0.22957931458950043,0.06675763428211212,0.0668639987707138,0.10739912837743759,0.1566401571035385
34907_0023_A_374	-0.06749443709850311,0.07221488654613495,0.7404471635818481,0.22888346016407013,0.24579450488090515,0.1700243502855301
34907_0023_A_375	-0.15030577778816223,0.45635679364204407,0.35998770594596863,-0.12097454071044922,-0.05560177564620972,0.3343107998371124
34907_0023_A_376	-0.1509879231452942,0.13035471737384796,0.027866948395967484,0.36817431449890137,0.08860267698764801,0.20906299352645874
34907_0023_A_377	0.15639933943748474,-0.027694202959537506,-0.013821791857481003,-0.14020954072475433,0.04003202170133591,0.790298342704773
34907_0023_A_378	-0.005622155964374542,0.22993023693561554,0.0575612373650074,-0.11392087489366531,0.07657665759325027,0.24800893664360046
34907_0023_A_380	-0.01568819209933281,0.06779663264751434,-0.07076513767242432,0.01381083857268095,0.23122742772102356,0.2059594690799713
34907_0023_A_381	-0.1529744267463684,0.033744581043720245,-0.026876334100961685,0.026340864598751068,0.06741218268871307,0.17437177896499634
34907_0023_A_382	-0.11101138591766357,0.13155923783779144,0.08421409130096436,0.0029487861320376396,0.018965594470500946,0.08598513901233673
34907_0023_A_383	-0.09413181245326996,0.1609029918909073,0.07384954392910004,-0.022611062973737717,-0.026429101824760437,0.030954748392105103
34907_0023_A_384	-0.09697262942790985,0.1391097754240036,0.015425745397806168,0.07411809265613556,0.041220806539058685,0.14506645500659943
34907_0023_A_385	-0.1560766100883484,0.357948362827301,0.015234384685754776,0.03850875794887543,-0.06368282437324524,-0.0012613805010914803
34907_0023_A_387	-0.07317490875720978,0.012703635729849339,0.09192007780075073,0.011686566285789013,0.008809275925159454,0.12678839266300201
34907_0024_A_390	-0.08062246441841125,0.0024525830522179604,0.03153340891003609,0.012339250184595585,0.11525015532970428,0.2994149327278137
34907_0024_A_392	-0.1467793881893158,0.053643032908439636,-0.06451191008090973,0.10276012122631073,0.028624437749385834,0.11710480600595474
